check_id,severity,ID,summary,suggested_fix
self_duplicate,data_loss,ART-20260609175227389564,"Articles flagged as a duplicate of THEMSELVES. Each is suppressed from the newsletter and never summarized or scored, and points at no canonical.",dedup.py: Layers 1a (line ~288) and 1b (line ~296) lack the self-match guard that Layer 2 (line ~308) already has. Add `if cached.get('id') == article_id: continue` to both.
self_duplicate,data_loss,ART-20260609175227389589,"Articles flagged as a duplicate of THEMSELVES. Each is suppressed from the newsletter and never summarized or scored, and points at no canonical.",dedup.py: Layers 1a (line ~288) and 1b (line ~296) lack the self-match guard that Layer 2 (line ~308) already has. Add `if cached.get('id') == article_id: continue` to both.
self_duplicate,data_loss,ART-20260609175227389607,"Articles flagged as a duplicate of THEMSELVES. Each is suppressed from the newsletter and never summarized or scored, and points at no canonical.",dedup.py: Layers 1a (line ~288) and 1b (line ~296) lack the self-match guard that Layer 2 (line ~308) already has. Add `if cached.get('id') == article_id: continue` to both.
self_duplicate,data_loss,ART-20260609175227389625,"Articles flagged as a duplicate of THEMSELVES. Each is suppressed from the newsletter and never summarized or scored, and points at no canonical.",dedup.py: Layers 1a (line ~288) and 1b (line ~296) lack the self-match guard that Layer 2 (line ~308) already has. Add `if cached.get('id') == article_id: continue` to both.
self_duplicate,data_loss,ART-20260609175227389644,"Articles flagged as a duplicate of THEMSELVES. Each is suppressed from the newsletter and never summarized or scored, and points at no canonical.",dedup.py: Layers 1a (line ~288) and 1b (line ~296) lack the self-match guard that Layer 2 (line ~308) already has. Add `if cached.get('id') == article_id: continue` to both.
self_duplicate,data_loss,ART-20260609175227389664,"Articles flagged as a duplicate of THEMSELVES. Each is suppressed from the newsletter and never summarized or scored, and points at no canonical.",dedup.py: Layers 1a (line ~288) and 1b (line ~296) lack the self-match guard that Layer 2 (line ~308) already has. Add `if cached.get('id') == article_id: continue` to both.
self_duplicate,data_loss,ART-20260609175227389685,"Articles flagged as a duplicate of THEMSELVES. Each is suppressed from the newsletter and never summarized or scored, and points at no canonical.",dedup.py: Layers 1a (line ~288) and 1b (line ~296) lack the self-match guard that Layer 2 (line ~308) already has. Add `if cached.get('id') == article_id: continue` to both.
self_duplicate,data_loss,ART-20260609175227389705,"Articles flagged as a duplicate of THEMSELVES. Each is suppressed from the newsletter and never summarized or scored, and points at no canonical.",dedup.py: Layers 1a (line ~288) and 1b (line ~296) lack the self-match guard that Layer 2 (line ~308) already has. Add `if cached.get('id') == article_id: continue` to both.
self_duplicate,data_loss,ART-20260609175227389722,"Articles flagged as a duplicate of THEMSELVES. Each is suppressed from the newsletter and never summarized or scored, and points at no canonical.",dedup.py: Layers 1a (line ~288) and 1b (line ~296) lack the self-match guard that Layer 2 (line ~308) already has. Add `if cached.get('id') == article_id: continue` to both.
self_duplicate,data_loss,ART-20260609175227773072,"Articles flagged as a duplicate of THEMSELVES. Each is suppressed from the newsletter and never summarized or scored, and points at no canonical.",dedup.py: Layers 1a (line ~288) and 1b (line ~296) lack the self-match guard that Layer 2 (line ~308) already has. Add `if cached.get('id') == article_id: continue` to both.
self_duplicate,data_loss,ART-20260609175227773123,"Articles flagged as a duplicate of THEMSELVES. Each is suppressed from the newsletter and never summarized or scored, and points at no canonical.",dedup.py: Layers 1a (line ~288) and 1b (line ~296) lack the self-match guard that Layer 2 (line ~308) already has. Add `if cached.get('id') == article_id: continue` to both.
self_duplicate,data_loss,ART-20260609175227773151,"Articles flagged as a duplicate of THEMSELVES. Each is suppressed from the newsletter and never summarized or scored, and points at no canonical.",dedup.py: Layers 1a (line ~288) and 1b (line ~296) lack the self-match guard that Layer 2 (line ~308) already has. Add `if cached.get('id') == article_id: continue` to both.
self_duplicate,data_loss,ART-20260609175227773177,"Articles flagged as a duplicate of THEMSELVES. Each is suppressed from the newsletter and never summarized or scored, and points at no canonical.",dedup.py: Layers 1a (line ~288) and 1b (line ~296) lack the self-match guard that Layer 2 (line ~308) already has. Add `if cached.get('id') == article_id: continue` to both.
self_duplicate,data_loss,ART-20260609175227773206,"Articles flagged as a duplicate of THEMSELVES. Each is suppressed from the newsletter and never summarized or scored, and points at no canonical.",dedup.py: Layers 1a (line ~288) and 1b (line ~296) lack the self-match guard that Layer 2 (line ~308) already has. Add `if cached.get('id') == article_id: continue` to both.
self_duplicate,data_loss,ART-20260609175227773229,"Articles flagged as a duplicate of THEMSELVES. Each is suppressed from the newsletter and never summarized or scored, and points at no canonical.",dedup.py: Layers 1a (line ~288) and 1b (line ~296) lack the self-match guard that Layer 2 (line ~308) already has. Add `if cached.get('id') == article_id: continue` to both.
self_duplicate,data_loss,ART-20260609175227773274,"Articles flagged as a duplicate of THEMSELVES. Each is suppressed from the newsletter and never summarized or scored, and points at no canonical.",dedup.py: Layers 1a (line ~288) and 1b (line ~296) lack the self-match guard that Layer 2 (line ~308) already has. Add `if cached.get('id') == article_id: continue` to both.
self_duplicate,data_loss,ART-20260609175227773294,"Articles flagged as a duplicate of THEMSELVES. Each is suppressed from the newsletter and never summarized or scored, and points at no canonical.",dedup.py: Layers 1a (line ~288) and 1b (line ~296) lack the self-match guard that Layer 2 (line ~308) already has. Add `if cached.get('id') == article_id: continue` to both.
self_duplicate,data_loss,ART-20260609175227773313,"Articles flagged as a duplicate of THEMSELVES. Each is suppressed from the newsletter and never summarized or scored, and points at no canonical.",dedup.py: Layers 1a (line ~288) and 1b (line ~296) lack the self-match guard that Layer 2 (line ~308) already has. Add `if cached.get('id') == article_id: continue` to both.
self_duplicate,data_loss,ART-20260609175227773333,"Articles flagged as a duplicate of THEMSELVES. Each is suppressed from the newsletter and never summarized or scored, and points at no canonical.",dedup.py: Layers 1a (line ~288) and 1b (line ~296) lack the self-match guard that Layer 2 (line ~308) already has. Add `if cached.get('id') == article_id: continue` to both.
self_duplicate,data_loss,ART-20260609175227773354,"Articles flagged as a duplicate of THEMSELVES. Each is suppressed from the newsletter and never summarized or scored, and points at no canonical.",dedup.py: Layers 1a (line ~288) and 1b (line ~296) lack the self-match guard that Layer 2 (line ~308) already has. Add `if cached.get('id') == article_id: continue` to both.
self_duplicate,data_loss,ART-20260609175227773374,"Articles flagged as a duplicate of THEMSELVES. Each is suppressed from the newsletter and never summarized or scored, and points at no canonical.",dedup.py: Layers 1a (line ~288) and 1b (line ~296) lack the self-match guard that Layer 2 (line ~308) already has. Add `if cached.get('id') == article_id: continue` to both.
self_duplicate,data_loss,ART-20260609175227773397,"Articles flagged as a duplicate of THEMSELVES. Each is suppressed from the newsletter and never summarized or scored, and points at no canonical.",dedup.py: Layers 1a (line ~288) and 1b (line ~296) lack the self-match guard that Layer 2 (line ~308) already has. Add `if cached.get('id') == article_id: continue` to both.
self_duplicate,data_loss,ART-20260609175227773419,"Articles flagged as a duplicate of THEMSELVES. Each is suppressed from the newsletter and never summarized or scored, and points at no canonical.",dedup.py: Layers 1a (line ~288) and 1b (line ~296) lack the self-match guard that Layer 2 (line ~308) already has. Add `if cached.get('id') == article_id: continue` to both.
self_duplicate,data_loss,ART-20260609175227773462,"Articles flagged as a duplicate of THEMSELVES. Each is suppressed from the newsletter and never summarized or scored, and points at no canonical.",dedup.py: Layers 1a (line ~288) and 1b (line ~296) lack the self-match guard that Layer 2 (line ~308) already has. Add `if cached.get('id') == article_id: continue` to both.
self_duplicate,data_loss,ART-20260609175227773483,"Articles flagged as a duplicate of THEMSELVES. Each is suppressed from the newsletter and never summarized or scored, and points at no canonical.",dedup.py: Layers 1a (line ~288) and 1b (line ~296) lack the self-match guard that Layer 2 (line ~308) already has. Add `if cached.get('id') == article_id: continue` to both.
self_duplicate,data_loss,ART-20260609175227773503,"Articles flagged as a duplicate of THEMSELVES. Each is suppressed from the newsletter and never summarized or scored, and points at no canonical.",dedup.py: Layers 1a (line ~288) and 1b (line ~296) lack the self-match guard that Layer 2 (line ~308) already has. Add `if cached.get('id') == article_id: continue` to both.
self_duplicate,data_loss,ART-20260609175227773524,"Articles flagged as a duplicate of THEMSELVES. Each is suppressed from the newsletter and never summarized or scored, and points at no canonical.",dedup.py: Layers 1a (line ~288) and 1b (line ~296) lack the self-match guard that Layer 2 (line ~308) already has. Add `if cached.get('id') == article_id: continue` to both.
self_duplicate,data_loss,ART-20260609175228144879,"Articles flagged as a duplicate of THEMSELVES. Each is suppressed from the newsletter and never summarized or scored, and points at no canonical.",dedup.py: Layers 1a (line ~288) and 1b (line ~296) lack the self-match guard that Layer 2 (line ~308) already has. Add `if cached.get('id') == article_id: continue` to both.
self_duplicate,data_loss,ART-20260609175228144955,"Articles flagged as a duplicate of THEMSELVES. Each is suppressed from the newsletter and never summarized or scored, and points at no canonical.",dedup.py: Layers 1a (line ~288) and 1b (line ~296) lack the self-match guard that Layer 2 (line ~308) already has. Add `if cached.get('id') == article_id: continue` to both.
self_duplicate,data_loss,ART-20260609175228145007,"Articles flagged as a duplicate of THEMSELVES. Each is suppressed from the newsletter and never summarized or scored, and points at no canonical.",dedup.py: Layers 1a (line ~288) and 1b (line ~296) lack the self-match guard that Layer 2 (line ~308) already has. Add `if cached.get('id') == article_id: continue` to both.
self_duplicate,data_loss,ART-20260609175228145058,"Articles flagged as a duplicate of THEMSELVES. Each is suppressed from the newsletter and never summarized or scored, and points at no canonical.",dedup.py: Layers 1a (line ~288) and 1b (line ~296) lack the self-match guard that Layer 2 (line ~308) already has. Add `if cached.get('id') == article_id: continue` to both.
self_duplicate,data_loss,ART-20260609175228145192,"Articles flagged as a duplicate of THEMSELVES. Each is suppressed from the newsletter and never summarized or scored, and points at no canonical.",dedup.py: Layers 1a (line ~288) and 1b (line ~296) lack the self-match guard that Layer 2 (line ~308) already has. Add `if cached.get('id') == article_id: continue` to both.
self_duplicate,data_loss,ART-20260609175228145216,"Articles flagged as a duplicate of THEMSELVES. Each is suppressed from the newsletter and never summarized or scored, and points at no canonical.",dedup.py: Layers 1a (line ~288) and 1b (line ~296) lack the self-match guard that Layer 2 (line ~308) already has. Add `if cached.get('id') == article_id: continue` to both.
self_duplicate,data_loss,ART-20260609175228145236,"Articles flagged as a duplicate of THEMSELVES. Each is suppressed from the newsletter and never summarized or scored, and points at no canonical.",dedup.py: Layers 1a (line ~288) and 1b (line ~296) lack the self-match guard that Layer 2 (line ~308) already has. Add `if cached.get('id') == article_id: continue` to both.
self_duplicate,data_loss,ART-20260609175228145258,"Articles flagged as a duplicate of THEMSELVES. Each is suppressed from the newsletter and never summarized or scored, and points at no canonical.",dedup.py: Layers 1a (line ~288) and 1b (line ~296) lack the self-match guard that Layer 2 (line ~308) already has. Add `if cached.get('id') == article_id: continue` to both.
self_duplicate,data_loss,ART-20260609175228145278,"Articles flagged as a duplicate of THEMSELVES. Each is suppressed from the newsletter and never summarized or scored, and points at no canonical.",dedup.py: Layers 1a (line ~288) and 1b (line ~296) lack the self-match guard that Layer 2 (line ~308) already has. Add `if cached.get('id') == article_id: continue` to both.
self_duplicate,data_loss,ART-20260609175228145296,"Articles flagged as a duplicate of THEMSELVES. Each is suppressed from the newsletter and never summarized or scored, and points at no canonical.",dedup.py: Layers 1a (line ~288) and 1b (line ~296) lack the self-match guard that Layer 2 (line ~308) already has. Add `if cached.get('id') == article_id: continue` to both.
self_duplicate,data_loss,ART-20260609175228145315,"Articles flagged as a duplicate of THEMSELVES. Each is suppressed from the newsletter and never summarized or scored, and points at no canonical.",dedup.py: Layers 1a (line ~288) and 1b (line ~296) lack the self-match guard that Layer 2 (line ~308) already has. Add `if cached.get('id') == article_id: continue` to both.
self_duplicate,data_loss,ART-20260609175228145333,"Articles flagged as a duplicate of THEMSELVES. Each is suppressed from the newsletter and never summarized or scored, and points at no canonical.",dedup.py: Layers 1a (line ~288) and 1b (line ~296) lack the self-match guard that Layer 2 (line ~308) already has. Add `if cached.get('id') == article_id: continue` to both.
self_duplicate,data_loss,ART-20260609175228145350,"Articles flagged as a duplicate of THEMSELVES. Each is suppressed from the newsletter and never summarized or scored, and points at no canonical.",dedup.py: Layers 1a (line ~288) and 1b (line ~296) lack the self-match guard that Layer 2 (line ~308) already has. Add `if cached.get('id') == article_id: continue` to both.
self_duplicate,data_loss,ART-20260609175228145370,"Articles flagged as a duplicate of THEMSELVES. Each is suppressed from the newsletter and never summarized or scored, and points at no canonical.",dedup.py: Layers 1a (line ~288) and 1b (line ~296) lack the self-match guard that Layer 2 (line ~308) already has. Add `if cached.get('id') == article_id: continue` to both.
self_duplicate,data_loss,ART-20260609175228145389,"Articles flagged as a duplicate of THEMSELVES. Each is suppressed from the newsletter and never summarized or scored, and points at no canonical.",dedup.py: Layers 1a (line ~288) and 1b (line ~296) lack the self-match guard that Layer 2 (line ~308) already has. Add `if cached.get('id') == article_id: continue` to both.
self_duplicate,data_loss,ART-20260609175228145409,"Articles flagged as a duplicate of THEMSELVES. Each is suppressed from the newsletter and never summarized or scored, and points at no canonical.",dedup.py: Layers 1a (line ~288) and 1b (line ~296) lack the self-match guard that Layer 2 (line ~308) already has. Add `if cached.get('id') == article_id: continue` to both.
self_duplicate,data_loss,ART-20260609175228145427,"Articles flagged as a duplicate of THEMSELVES. Each is suppressed from the newsletter and never summarized or scored, and points at no canonical.",dedup.py: Layers 1a (line ~288) and 1b (line ~296) lack the self-match guard that Layer 2 (line ~308) already has. Add `if cached.get('id') == article_id: continue` to both.
self_duplicate,data_loss,ART-20260609175228513000,"Articles flagged as a duplicate of THEMSELVES. Each is suppressed from the newsletter and never summarized or scored, and points at no canonical.",dedup.py: Layers 1a (line ~288) and 1b (line ~296) lack the self-match guard that Layer 2 (line ~308) already has. Add `if cached.get('id') == article_id: continue` to both.
self_duplicate,data_loss,ART-20260609175228513073,"Articles flagged as a duplicate of THEMSELVES. Each is suppressed from the newsletter and never summarized or scored, and points at no canonical.",dedup.py: Layers 1a (line ~288) and 1b (line ~296) lack the self-match guard that Layer 2 (line ~308) already has. Add `if cached.get('id') == article_id: continue` to both.
self_duplicate,data_loss,ART-20260609175228513093,"Articles flagged as a duplicate of THEMSELVES. Each is suppressed from the newsletter and never summarized or scored, and points at no canonical.",dedup.py: Layers 1a (line ~288) and 1b (line ~296) lack the self-match guard that Layer 2 (line ~308) already has. Add `if cached.get('id') == article_id: continue` to both.
self_duplicate,data_loss,ART-20260609175228513131,"Articles flagged as a duplicate of THEMSELVES. Each is suppressed from the newsletter and never summarized or scored, and points at no canonical.",dedup.py: Layers 1a (line ~288) and 1b (line ~296) lack the self-match guard that Layer 2 (line ~308) already has. Add `if cached.get('id') == article_id: continue` to both.
self_duplicate,data_loss,ART-20260609175228513149,"Articles flagged as a duplicate of THEMSELVES. Each is suppressed from the newsletter and never summarized or scored, and points at no canonical.",dedup.py: Layers 1a (line ~288) and 1b (line ~296) lack the self-match guard that Layer 2 (line ~308) already has. Add `if cached.get('id') == article_id: continue` to both.
self_duplicate,data_loss,ART-20260609175228513169,"Articles flagged as a duplicate of THEMSELVES. Each is suppressed from the newsletter and never summarized or scored, and points at no canonical.",dedup.py: Layers 1a (line ~288) and 1b (line ~296) lack the self-match guard that Layer 2 (line ~308) already has. Add `if cached.get('id') == article_id: continue` to both.
self_duplicate,data_loss,ART-20260609175228513187,"Articles flagged as a duplicate of THEMSELVES. Each is suppressed from the newsletter and never summarized or scored, and points at no canonical.",dedup.py: Layers 1a (line ~288) and 1b (line ~296) lack the self-match guard that Layer 2 (line ~308) already has. Add `if cached.get('id') == article_id: continue` to both.
self_duplicate,data_loss,ART-20260609175228513206,"Articles flagged as a duplicate of THEMSELVES. Each is suppressed from the newsletter and never summarized or scored, and points at no canonical.",dedup.py: Layers 1a (line ~288) and 1b (line ~296) lack the self-match guard that Layer 2 (line ~308) already has. Add `if cached.get('id') == article_id: continue` to both.
self_duplicate,data_loss,ART-20260609175228513224,"Articles flagged as a duplicate of THEMSELVES. Each is suppressed from the newsletter and never summarized or scored, and points at no canonical.",dedup.py: Layers 1a (line ~288) and 1b (line ~296) lack the self-match guard that Layer 2 (line ~308) already has. Add `if cached.get('id') == article_id: continue` to both.
self_duplicate,data_loss,ART-20260609175228513243,"Articles flagged as a duplicate of THEMSELVES. Each is suppressed from the newsletter and never summarized or scored, and points at no canonical.",dedup.py: Layers 1a (line ~288) and 1b (line ~296) lack the self-match guard that Layer 2 (line ~308) already has. Add `if cached.get('id') == article_id: continue` to both.
self_duplicate,data_loss,ART-20260609175228513261,"Articles flagged as a duplicate of THEMSELVES. Each is suppressed from the newsletter and never summarized or scored, and points at no canonical.",dedup.py: Layers 1a (line ~288) and 1b (line ~296) lack the self-match guard that Layer 2 (line ~308) already has. Add `if cached.get('id') == article_id: continue` to both.
self_duplicate,data_loss,ART-20260609175228513281,"Articles flagged as a duplicate of THEMSELVES. Each is suppressed from the newsletter and never summarized or scored, and points at no canonical.",dedup.py: Layers 1a (line ~288) and 1b (line ~296) lack the self-match guard that Layer 2 (line ~308) already has. Add `if cached.get('id') == article_id: continue` to both.
self_duplicate,data_loss,ART-20260609175228513342,"Articles flagged as a duplicate of THEMSELVES. Each is suppressed from the newsletter and never summarized or scored, and points at no canonical.",dedup.py: Layers 1a (line ~288) and 1b (line ~296) lack the self-match guard that Layer 2 (line ~308) already has. Add `if cached.get('id') == article_id: continue` to both.
self_duplicate,data_loss,ART-20260609175228513360,"Articles flagged as a duplicate of THEMSELVES. Each is suppressed from the newsletter and never summarized or scored, and points at no canonical.",dedup.py: Layers 1a (line ~288) and 1b (line ~296) lack the self-match guard that Layer 2 (line ~308) already has. Add `if cached.get('id') == article_id: continue` to both.
self_duplicate,data_loss,ART-20260609175228513380,"Articles flagged as a duplicate of THEMSELVES. Each is suppressed from the newsletter and never summarized or scored, and points at no canonical.",dedup.py: Layers 1a (line ~288) and 1b (line ~296) lack the self-match guard that Layer 2 (line ~308) already has. Add `if cached.get('id') == article_id: continue` to both.
self_duplicate,data_loss,ART-20260707145906592526,"Articles flagged as a duplicate of THEMSELVES. Each is suppressed from the newsletter and never summarized or scored, and points at no canonical.",dedup.py: Layers 1a (line ~288) and 1b (line ~296) lack the self-match guard that Layer 2 (line ~308) already has. Add `if cached.get('id') == article_id: continue` to both.
self_duplicate,data_loss,ART-20260707145906592546,"Articles flagged as a duplicate of THEMSELVES. Each is suppressed from the newsletter and never summarized or scored, and points at no canonical.",dedup.py: Layers 1a (line ~288) and 1b (line ~296) lack the self-match guard that Layer 2 (line ~308) already has. Add `if cached.get('id') == article_id: continue` to both.
self_duplicate,data_loss,ART-20260707145906592570,"Articles flagged as a duplicate of THEMSELVES. Each is suppressed from the newsletter and never summarized or scored, and points at no canonical.",dedup.py: Layers 1a (line ~288) and 1b (line ~296) lack the self-match guard that Layer 2 (line ~308) already has. Add `if cached.get('id') == article_id: continue` to both.
self_duplicate,data_loss,ART-20260707145906592589,"Articles flagged as a duplicate of THEMSELVES. Each is suppressed from the newsletter and never summarized or scored, and points at no canonical.",dedup.py: Layers 1a (line ~288) and 1b (line ~296) lack the self-match guard that Layer 2 (line ~308) already has. Add `if cached.get('id') == article_id: continue` to both.
self_duplicate,data_loss,ART-20260707145906592607,"Articles flagged as a duplicate of THEMSELVES. Each is suppressed from the newsletter and never summarized or scored, and points at no canonical.",dedup.py: Layers 1a (line ~288) and 1b (line ~296) lack the self-match guard that Layer 2 (line ~308) already has. Add `if cached.get('id') == article_id: continue` to both.
self_duplicate,data_loss,ART-20260707145906592625,"Articles flagged as a duplicate of THEMSELVES. Each is suppressed from the newsletter and never summarized or scored, and points at no canonical.",dedup.py: Layers 1a (line ~288) and 1b (line ~296) lack the self-match guard that Layer 2 (line ~308) already has. Add `if cached.get('id') == article_id: continue` to both.
self_duplicate,data_loss,ART-20260707145906592661,"Articles flagged as a duplicate of THEMSELVES. Each is suppressed from the newsletter and never summarized or scored, and points at no canonical.",dedup.py: Layers 1a (line ~288) and 1b (line ~296) lack the self-match guard that Layer 2 (line ~308) already has. Add `if cached.get('id') == article_id: continue` to both.
self_duplicate,data_loss,ART-20260707145906592679,"Articles flagged as a duplicate of THEMSELVES. Each is suppressed from the newsletter and never summarized or scored, and points at no canonical.",dedup.py: Layers 1a (line ~288) and 1b (line ~296) lack the self-match guard that Layer 2 (line ~308) already has. Add `if cached.get('id') == article_id: continue` to both.
self_duplicate,data_loss,ART-20260707145906592697,"Articles flagged as a duplicate of THEMSELVES. Each is suppressed from the newsletter and never summarized or scored, and points at no canonical.",dedup.py: Layers 1a (line ~288) and 1b (line ~296) lack the self-match guard that Layer 2 (line ~308) already has. Add `if cached.get('id') == article_id: continue` to both.
self_duplicate,data_loss,ART-20260707145906592717,"Articles flagged as a duplicate of THEMSELVES. Each is suppressed from the newsletter and never summarized or scored, and points at no canonical.",dedup.py: Layers 1a (line ~288) and 1b (line ~296) lack the self-match guard that Layer 2 (line ~308) already has. Add `if cached.get('id') == article_id: continue` to both.
self_duplicate,data_loss,ART-20260707145906592735,"Articles flagged as a duplicate of THEMSELVES. Each is suppressed from the newsletter and never summarized or scored, and points at no canonical.",dedup.py: Layers 1a (line ~288) and 1b (line ~296) lack the self-match guard that Layer 2 (line ~308) already has. Add `if cached.get('id') == article_id: continue` to both.
